Response ID,dob,gender,job_duration,industry,current_occupation,total_employees,household,Metro or Regional,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,Connectivity ,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,q11,q12,q13,q14,q15,q16,q17,q18,Class
56,1962,Male,More than 5 years,Information Media and Telecommunications,Professionals - ICT Professionals,Between 20 and 199,Couple with no dependent children,Metro,2,4,8,0,9,3,4,8,No,Somewhat improved,Somewhat improved,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat worsened,Somewhat worsened,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,No,same productivity
57,1978,Male,More than 5 years,Information Media and Telecommunications,Professionals - ICT Professionals,More than 200,Couple with dependent children,Metro,4,3,7,3,7,3,4,7,Yes,Significantly improved,Significantly improved,Significantly improved,Somewhat improved,Somewhat improved,Significantly improved,Significantly improved,Somewhat improved,Significantly improved,Somewhat improved,Significantly improved,Somewhat improved,Significantly improved,Significantly improved,Somewhat improved,Significantly improved,Strongly agree,Somewhat agree,Strongly agree,Yes,more productivity
58,1980,Female,Between 1 and 5 years,Retail Trade,Managers - Specialist Managers,Between 20 and 199,One parent family with dependent children,Metro,5,2,7,1,6,5,3,9,No,Somewhat improved,Significantly improved,Somewhat improved,Not a barrier for me,Significantly worsened,Somewhat worsened,Significantly worsened,Somewhat worsened,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat improved,Somewhat improved,Significantly improved,Somewhat worsened,Significantly improved,Neither agree nor disagree,Strongly agree,Somewhat agree,Yes,more productivity
59,1987,Male,Between 6 and 12 months,Retail Trade,Technicians and trades workers - Electrotechnology and Telecommunications Trades Workers,Between 5 and 19,Multiple family household,Metro,4,4,6,1,9,4,4,6,No,Significantly improved,Significantly worsened,Stayed about the same,Somewhat worsened,Significantly worsened,Stayed about the same,Somewhat worsened,Significantly worsened,Somewhat worsened,Significantly worsened,Somewhat improved,Stayed about the same,Significantly worsened,Somewhat worsened,Significantly worsened,Somewhat worsened,Somewhat disagree,Neither agree nor disagree,Somewhat agree,No,more productivity
60,1972,Male,More than 5 years,Information Media and Telecommunications,Professionals - ICT Professionals,Between 20 and 199,Couple with dependent children,Metro,3,2,8,0,9,4,3,8,No,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Somewhat worsened,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,No,same productivity
61,1985,Male,More than 5 years,Administrative and Support,"Managers - Chief Executives, General Managers and Legislators",Between 20 and 199,Couple with dependent children,Metro,3,5,7,0,8,3,4,9,No,Somewhat improved,Somewhat improved,Significantly improved,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Significantly worsened,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Strongly agree,Strongly agree,Somewhat agree,Yes,more productivity
62,1964,Male,Between 1 and 5 years,Other Services,Managers - Specialist Managers,Between 20 and 199,Couple with dependent children,Metro,2,3,8,2,9,3,2,8,No,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat improved,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat worsened,Somewhat improved,Stayed about the same,Somewhat improved,Somewhat worsened,Neither agree nor disagree,Somewhat disagree,Strongly agree,Yes,same productivity
63,1961,Female,More than 5 years,Retail Trade,"Managers - Hospitality, Retail and Service Managers",I am a sole trader/owner-operator,Couple with no dependent children,Regional,4,6,11,0,4,3,6,11,Yes,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Strongly agree,Strongly agree,Neither agree nor disagree,No,same productivity
64,1963,Male,Between 1 and 5 years,"Professional, Scientific and Technical","Professionals - Design, Engineering, Science and Transport Professionals",More than 200,Couple with no dependent children,Metro,2,4,8,0.5,10,2,3.5,8,No,Stayed about the same,Somewhat worsened,Stayed about the same,Somewhat worsened,Stayed about the same,Somewhat worsened,Stayed about the same,Somewhat worsened,Somewhat worsened,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat worsened,Somewhat worsened,Somewhat worsened,Strongly disagree,Strongly disagree,Somewhat agree,No,less productivity
65,1992,Male,Between 1 and 5 years,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",Between 20 and 199,Single person,Metro,2,5,8,0,7.5,2,6.5,8,No,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Stayed about the same,Somewhat improved,Somewhat worsened,Somewhat improved,Somewhat worsened,Somewhat worsened,Somewhat worsened,Somewhat improved,Stayed about the same,Somewhat improved,Stayed about the same,Somewhat worsened,Neither agree nor disagree,Somewhat agree,Somewhat agree,No,same productivity
66,1981,Male,Between 1 and 5 years,"Professional, Scientific and Technical","Professionals - Design, Engineering, Science and Transport Professionals",Between 20 and 199,Group household,Metro,4,3,7,0.5,7,5,4.5,7,Yes,Somewhat improved,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat improved,Somewhat worsened,Somewhat improved,Somewhat improved,Somewhat improved,Stayed about the same,Stayed about the same,Somewhat worsened,Stayed about the same,Somewhat improved,Somewhat improved,Somewhat agree,Somewhat disagree,Somewhat agree,Yes,less productivity
67,1961,Male,More than 5 years,"Rental, Hiring and Real Estate","Managers - Chief Executives, General Managers and Legislators",I am a sole trader/owner-operator,Couple with no dependent children,Regional,5,5,8,0,6,6,5,7,No,Significantly improved,Significantly improved,Somewhat improved,Stayed about the same,Somewhat improved,Somewhat improved,Stayed about the same,Stayed about the same,Somewhat improved,Stayed about the same,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Significantly improved,Somewhat agree,Somewhat agree,Neither agree nor disagree,No,more productivity
68,1990,Female,Between 1 and 5 years,Other Services,"Professionals - Design, Engineering, Science and Transport Professionals",Between 5 and 19,Couple with no dependent children,Metro,2,4,7.5,1.5,8,3,4,7.5,No,Somewhat improved,Stayed about the same,Stayed about the same,Somewhat improved,Stayed about the same,Stayed about the same,Somewhat worsened,Somewhat worsened,Stayed about the same,Somewhat worsened,Stayed about the same,Somewhat worsened,Somewhat improved,Stayed about the same,Somewhat improved,Stayed about the same,Somewhat agree,Somewhat disagree,Somewhat agree,No,more productivity
69,1995,Female,Between 6 and 12 months,Public Administration and Safety,Professionals - Education Professionals,More than 200,Multiple family household,Metro,1,4,8,0.5,8,1.5,5,9,Yes,Somewhat improved,Somewhat improved,Somewhat improved,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat worsened,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat worsened,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat improved,Strongly agree,Somewhat agree,Somewhat disagree,No,more productivity
70,1974,Female,More than 5 years,Health Care and Social Assistance,Professionals - Health Professionals,More than 200,Couple with dependent children,Metro,3,2,8,0.5,10.5,3,2,8,No,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat worsened,Somewhat worsened,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Not a barrier for me,Stayed about the same,Not a barrier for me,Stayed about the same,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,No,more productivity
71,1961,Male,More than 5 years,"Agriculture, Forestry and Fishing",Technicians and trades workers - Skilled Animal and Horticultural Workers,Between 20 and 199,Couple with dependent children,Regional,0,5,9,6,8,4,3,3,No,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Significantly improved,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat agree,Somewhat agree,Somewhat agree,Yes,same productivity
72,1968,Female,More than 5 years,Education and Training,Professionals - Education Professionals,Between 1 and 4,Couple with no dependent children,Regional,1.5,4,7,0,2,2,13,7,No,Not a barrier for me,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Not a barrier for me,Stayed about the same,Stayed about the same,Stayed about the same,Neither agree nor disagree,Strongly disagree,Somewhat agree,Yes,same productivity
73,1980,Male,Between 1 and 5 years,Retail Trade,"Managers - Hospitality, Retail and Service Managers",Between 20 and 199,Couple with dependent children,Metro,8,7,9,5,0,5,14,0,Yes,Somewhat worsened,Somewhat improved,Somewhat improved,Somewhat improved,Significantly improved,Somewhat improved,Somewhat improved,Somewhat improved,Stayed about the same,Somewhat improved,Stayed about the same,Significantly improved,Somewhat improved,Somewhat worsened,Stayed about the same,Somewhat improved,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Yes,more productivity
74,1981,Male,Between 6 and 12 months,Public Administration and Safety,Clerical and administrative workers - Personal Assistants and Secretaries,More than 200,Couple with dependent children,Metro,3,4,7,1,9,4,3,7,Yes,Significantly improved,Somewhat improved,Stayed about the same,Stayed about the same,Not a barrier for me,Stayed about the same,Not a barrier for me,Not a barrier for me,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Not a barrier for me,Not a barrier for me,Stayed about the same,Somewhat worsened,Neither agree nor disagree,Strongly disagree,Somewhat agree,No,more productivity
75,1985,Female,More than 5 years,Health Care and Social Assistance,"Professionals - Legal, Social and Welfare Professionals",More than 200,Couple with dependent children,Metro,4,2.5,6,0.5,8.5,4,5,6,No,Somewhat worsened,Stayed about the same,Significantly improved,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Somewhat worsened,Not a barrier for me,Stayed about the same,Significantly worsened,Not a barrier for me,Somewhat worsened,Not a barrier for me,Not a barrier for me,Somewhat worsened,Strongly agree,Neither agree nor disagree,Somewhat disagree,No,more productivity
76,1981,Male,More than 5 years,Financial and Insurance,Managers - Specialist Managers,More than 200,Couple with dependent children,Metro,3,1,9.5,0,8,4,2,10,No,Somewhat improved,Somewhat improved,Somewhat improved,Stayed about the same,Somewhat worsened,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat worsened,Stayed about the same,Somewhat improved,Stayed about the same,Stayed about the same,Somewhat worsened,Stayed about the same,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Yes,less productivity
